Fertility_rate	Human_Development_Index
2.3946426	0.7054202
2.3303409	0.71004105
2.2708218	0.7139729
2.2341845	0.7216664
2.2016697	0.727708
2.1590602	0.73351294
2.119132	0.74158055
2.091469	0.7485009
2.0648005	0.7512326
2.039334	0.75787014
2.0225012	0.7633919
1.9935387	0.7674748
1.97674	0.7731587
1.9739044	0.7760436
1.9556609	0.7772507
1.9023213	0.7784721
1.8909783	0.7811188
1.8756915	0.7836532
1.8225799	0.78433996
1.7524793	0.7736417
1.729807	0.77192116
1.7115034	0.7865941
1.6984931	0.79245985
1.603	0.738
1.702	0.749
1.738	0.759
1.683	0.77
1.67	0.779
1.646	0.789
1.599	0.801
1.555	0.812
1.497	0.809
1.469	0.821
1.467	0.83
1.342	0.838
1.227	0.846
1.199	0.852
1.164	0.859
1.115	0.866
1.145	0.871
1.215	0.876
1.19	0.878
1.178	0.881
1.226	0.894
1.258	0.899
1.274	0.901
1.206	0.905
1.197	0.91
1.202	0.914
1.14	0.918
1.035	0.922
0.951	0.924
0.881	0.927
0.812	0.928
0.783	0.933
0.78	0.928
0.72	0.937
5.318	0.42
5.193	0.422
5.061	0.389
4.939	0.391
4.818	0.343
4.695	0.317
4.579	0.297
4.483	0.292
4.37	0.371
4.26	0.403
4.16	0.398
4.047	0.393
3.964	0.388
3.864	0.388
1.358	0.766
1.325	0.774
1.306	0.781
1.253	0.789
1.19	0.798
1.153	0.804
1.139	0.811
1.145	0.816
1.131	0.821
1.165	0.825
1.21	0.833
1.231	0.839
1.251	0.844
1.293	0.846
1.313	0.852
1.329	0.857
1.36	0.862
1.379	0.864
1.436	0.865
1.381	0.867
1.366	0.875
1.34	0.879
1.318	0.881
1.277	0.886
1.315	0.89
1.33	0.895
1.332	0.9
1.305	0.902
1.26	0.905
1.23	0.91
1.186	0.901
1.188	0.912
1.205	0.911
1.213	0.918
2.541	0.638
2.514	0.642
2.487	0.65
2.438	0.658
2.405	0.664
2.353	0.667
2.285	0.672
2.215	0.679
2.136	0.685
2.142	0.692
2.213	0.702
2.283	0.704
2.31	0.709
2.301	0.713
2.271	0.695
2.263	0.721
2.292	0.724
2.295	0.729
2.232	0.73
2.179	0.723
2.134	0.748
2.144	0.753
2.173	0.759
2.178	0.764
2.134	0.767
2.09	0.769
2.062	0.772
2.044	0.777
2.033	0.782
2.022	0.781
2.007	0.78
1.995	0.777
1.984	0.777
1.974	0.776
5.212	0.456
5.173	0.469
5.141	0.479
5.087	0.476
5.031	0.482
4.965	0.488
4.912	0.496
4.898	0.498
4.829	0.502
4.761	0.506
4.681	0.515
4.617	0.517
4.542	0.513
4.457	0.512
4.384	0.516
4.323	0.511
2.738	0.679
2.712	0.685
2.727	0.69
2.735	0.697
2.727	0.701
2.712	0.704
2.688	0.707
2.667	0.708
2.669	0.711
2.651	0.714
2.62	0.715
2.57	0.718
2.5	0.716
2.431	0.715
2.381	0.719
2.347	0.72
2.314	0.714
2.295	0.697
2.274	0.719
2.249	0.722
2.121	0.818
2.109	0.821
2.078	0.829
1.987	0.85
1.878	0.862
1.73	0.869
1.6	0.877
1.527	0.888
1.506	0.901
1.501	0.906
1.542	0.912
1.569	0.915
1.648	0.918
1.712	0.923
1.751	0.908
1.772	0.911
1.848	0.915
1.877	0.917
1.905	0.913
1.932	0.912
1.973	0.918
1.902	0.92
1.9	0.92
1.885	0.94
1.876	0.943
1.847	0.945
1.846	0.947
1.785	0.949
1.754	0.95
1.709	0.955
1.671	0.951
1.668	0.958
1.538	0.959
1.43	0.959
1.578	0.858
1.582	0.86
1.572	0.863
1.51	0.867
1.488	0.87
1.478	0.872
1.497	0.875
1.477	0.88
1.469	0.886
1.48	0.889
1.486	0.892
1.388	0.895
1.383	0.896
1.382	0.901
1.409	0.906
1.416	0.909
1.432	0.918
1.452	0.926
1.478	0.934
1.492	0.942
1.517	0.945
1.513	0.946
1.52	0.949
1.514	0.952
1.534	0.956
1.537	0.957
1.54	0.959
1.519	0.96
1.513	0.962
1.478	0.965
1.466	0.963
1.526	0.968
1.395	0.966
1.433	0.97
5.561	0.572
5.342	0.577
5.141	0.582
4.994	0.583
4.856	0.587
4.697	0.587
4.536	0.59
4.371	0.593
4.25	0.595
4.144	0.595
4.068	0.594
3.976	0.602
3.865	0.61
3.763	0.621
3.679	0.635
3.605	0.646
3.562	0.658
3.538	0.665
3.481	0.66
3.415	0.668
3.355	0.669
3.285	0.664
3.221	0.626
3.165	0.567
3.117	0.561
3.067	0.549
3.012	0.552
2.972	0.551
2.932	0.557
2.878	0.569
2.837	0.57
2.798	0.571
2.746	0.571
2.712	0.564
4.921	0.549
4.792	0.538
4.664	0.547
3.94	0.528
4.06	0.536
4.07	0.541
3.85	0.546
3.49	0.554
3.49	0.563
3.47	0.575
3.42	0.587
3.507	0.598
3.398	0.611
3.341	0.62
3.367	0.625
3.388	0.634
3.43	0.634
3.457	0.639
3.456	0.644
3.421	0.649
3.433	0.655
3.459	0.657
3.459	0.658
3.384	0.661
3.29	0.666
3.294	0.67
3.281	0.673
3.211	0.664
3.17	0.672
3.127	0.687
3.072	0.691
6.201	0.381
6.135	0.382
6.078	0.381
5.997	0.382
5.894	0.38
5.822	0.38
5.826	0.383
5.836	0.388
5.811	0.396
5.747	0.404
5.67	0.414
5.617	0.422
5.57	0.433
5.578	0.444
5.597	0.455
5.579	0.465
5.511	0.477
5.403	0.486
5.324	0.495
5.26	0.504
5.225	0.513
5.141	0.516
5.137	0.519
5.156	0.521
5.122	0.521
5.025	0.52
5.006	0.52
4.988	0.528
4.932	0.537
4.866	0.546
4.801	0.554
4.734	0.548
4.671	0.554
4.606	0.555
2.065	0.584
2.036	0.593
2.008	0.603
1.967	0.612
1.928	0.62
1.888	0.628
1.865	0.634
1.845	0.639
1.815	0.642
1.768	0.65
1.734	0.657
1.711	0.667
1.688	0.678
1.673	0.69
1.665	0.699
1.644	0.707
1.631	0.71
1.616	0.721
1.587	0.723
1.565	0.725
1.562	0.742
1.571	0.747
1.563	0.75
1.526	0.752
1.484	0.784
1.451	0.788
1.4	0.792
1.363	0.794
1.323	0.796
1.285	0.8
1.259	0.798
1.234	0.8
1.221	0.792
1.212	0.798
6.067132	0.412
5.986704	0.415
5.885765	0.406
5.782153	0.404
5.672271	0.413
5.564586	0.425
5.458922	0.433
5.362601	0.441
5.287873	0.442
5.226114	0.446
5.1652	0.448
5.12801	0.452
5.09187	0.455
5.047961	0.46
4.994707	0.461
5.037823	0.46
5.076201	0.465
5.102	0.458
5.100197	0.465
5.104276	0.473
5.087324	0.483
4.984234	0.495
4.853789	0.5
4.753612	0.507
4.701602	0.514
4.661566	0.523
4.633942	0.528
4.576231	0.534
4.513072	0.542
4.450408	0.549
4.386312	0.554
4.323871	0.56
4.253183	0.567
4.192401	0.571
4.929	0.641
4.852	0.649
4.787	0.654
4.726	0.66
4.658	0.67
4.563	0.675
4.455	0.678
4.378	0.68
4.309	0.685
4.228	0.688
4.159	0.688
4.127	0.693
4.138	0.7
4.175	0.703
4.186	0.705
4.195	0.706
4.141	0.708
4.086	0.71
4.012	0.717
3.946	0.718
3.879	0.724
3.829	0.731
3.768	0.735
3.696	0.737
3.619	0.74
3.54	0.743
3.463	0.749
3.388	0.755
3.326	0.759
3.274	0.763
3.234	0.765
3.198	0.763
3.171	0.764
3.129	0.769
2.394	0.661
2.29	0.665
2.213	0.665
2.129	0.667
2.064	0.672
1.967	0.677
1.894	0.684
1.831	0.692
1.784	0.7
1.76	0.708
1.732	0.714
1.705	0.721
1.672	0.73
1.648	0.74
1.627	0.75
1.625	0.756
1.624	0.766
1.622	0.774
1.617	0.782
1.618	0.782
1.614	0.789
1.611	0.792
1.609	0.796
1.603	0.802
1.602	0.805
1.598	0.808
1.601	0.806
1.594	0.806
1.588	0.803
1.578	0.805
1.572	0.8
1.559	0.796
1.544	0.805
1.532	0.807
3.441	0.569
3.31	0.575
3.189	0.582
3.058	0.587
2.874	0.598
2.67	0.606
2.488	0.616
2.338	0.623
2.197	0.636
2.082	0.646
2.025	0.654
1.975	0.661
1.941	0.667
1.956	0.673
1.95	0.683
1.953	0.69
1.952	0.697
1.957	0.703
1.975	0.709
2.004	0.713
2.075	0.717
2.189	0.718
2.277	0.72
2.31	0.722
2.316	0.725
2.306	0.728
2.275	0.733
2.205	0.737
2.133	0.742
2.1	0.74
2	0.733
1.8	0.728
1.847	0.745
1.832	0.746
3.107	0.598
3.003	0.602
2.939	0.608
2.916	0.615
2.874	0.616
2.835	0.623
2.779	0.63
2.744	0.638
2.707	0.649
2.63	0.652
2.487	0.669
2.392	0.675
2.268	0.685
2.202	0.691
2.197	0.696
2.197	0.701
2.193	0.711
2.183	0.719
2.167	0.721
2.145	0.728
2.08	0.75
2.047	0.764
2.109	0.772
2.107	0.802
2.186	0.813
2.157	0.821
2.115	0.826
2.082	0.833
2.004	0.838
1.886	0.841
1.768	0.838
1.708	0.841
1.625	0.853
1.625	0.853
2.706	0.653
2.724	0.662
2.734	0.673
2.75	0.683
2.794	0.69
2.848	0.7
2.9	0.709
2.955	0.714
3.007	0.716
3.023	0.719
3.033	0.725
2.99	0.729
2.934	0.732
2.875	0.735
2.834	0.741
2.793	0.744
2.754	0.754
2.728	0.761
2.69	0.764
3.75	0.566
3.789	0.57
3.86	0.566
3.922	0.579
3.923	0.586
3.963	0.587
3.951	0.587
3.952	0.595
3.951	0.605
3.919	0.608
3.841	0.61
3.749	0.613
3.637	0.621
3.579	0.621
3.553	0.621
3.546	0.621
3.525	0.625
3.446	0.63
3.415	0.636
3.425	0.635
3.442	0.636
3.463	0.641
3.47	0.642
3.389	0.647
3.33	0.65
3.308	0.658
3.297	0.664
3.301	0.668
3.328	0.672
3.331	0.681
3.309	0.681
3.277	0.681
3.244	0.686
3.208	0.689
7.014	0.342
6.943	0.345
6.913	0.339
6.886	0.347
6.899	0.35
6.871	0.356
6.835	0.367
6.856	0.376
6.837	0.386
6.825	0.398
6.788	0.407
6.757	0.418
6.735	0.432
6.671	0.446
6.612	0.461
6.525	0.47
6.429	0.481
6.326	0.492
6.202	0.502
6.124	0.509
6.019	0.514
5.885	0.522
5.729	0.526
5.563	0.532
5.408	0.539
5.251	0.547
5.112	0.553
4.987	0.557
4.867	0.563
4.744	0.569
4.621	0.571
4.51	0.573
4.388	0.578
4.283	0.582
1.845	0.75
1.773	0.743
1.674	0.733
1.564	0.721
1.471	0.706
1.399	0.702
1.333	0.701
1.271	0.706
1.206	0.71
1.127	0.714
1.108	0.716
1.092	0.728
1.127	0.736
1.173	0.745
1.215	0.751
1.221	0.757
1.297	0.762
1.343	0.77
1.444	0.776
1.47	0.773
1.436	0.782
1.464	0.786
1.528	0.789
1.515	0.789
1.466	0.788
1.387	0.778
1.391	0.78
1.3	0.785
1.233	0.784
1.218	0.789
1.208	0.783
1.148	0.772
0.897	0.772
0.977	0.779
4.506	0.713
4.251	0.724
4.088	0.729
3.819	0.736
3.761	0.742
3.278	0.747
3.06	0.753
2.825	0.761
2.765	0.77
2.793	0.78
2.733	0.79
2.622	0.798
2.541	0.805
2.491	0.81
2.385	0.815
2.232	0.819
1.958	0.823
1.792	0.827
1.516	0.831
1.582	0.832
1.565	0.835
1.539	0.839
1.532	0.843
1.527	0.846
1.483	0.853
1.417	0.857
1.366	0.861
1.35	0.884
1.288	0.901
1.247	0.915
1.289	0.909
1.162	0.903
1.148	0.921
1.2	0.94
1.829	0.812
1.817	0.816
1.793	0.824
1.758	0.827
1.737	0.836
1.709	0.835
1.722	0.841
1.722	0.849
1.711	0.856
1.682	0.862
1.641	0.87
1.624	0.876
1.633	0.881
1.698	0.886
1.747	0.897
1.761	0.903
1.812	0.902
1.863	0.905
1.905	0.91
1.893	0.915
1.918	0.921
1.911	0.916
1.909	0.917
1.83	0.931
1.811	0.932
1.801	0.931
1.785	0.934
1.735	0.937
1.676	0.936
1.632	0.941
1.571	0.93
1.583	0.941
1.56	0.946
1.56	0.946
2.072	0.878
2.059	0.878
2.039	0.882
2.01	0.884
1.988	0.887
1.965	0.888
1.96	0.89
1.956	0.893
1.98	0.895
1.99	0.895
2.03	0.895
2.011	0.897
2.003	0.898
2.025	0.9
2.031	0.905
2.04	0.907
2.087	0.911
2.096	0.914
2.053	0.914
1.987	0.915
1.916	0.919
1.879	0.92
1.862	0.923
1.84	0.925
1.848	0.926
1.832	0.928
1.804	0.929
1.753	0.931
1.715	0.934
1.684	0.936
1.616	0.925
1.634	0.921
1.665	0.93
1.624	0.938
1.95	0.6285039
1.893	0.63662523
1.875	0.645688
1.862	0.65426606
1.875	0.66330206
1.879	0.6755118
1.886	0.6853619
1.902	0.6958714
1.925	0.7032563
1.935	0.71126586
1.927	0.72018623
1.931	0.7270223
2.009	0.73412
1.962	0.7406829
1.991	0.7478326
1.928	0.7533915
1.956	0.7588624
1.943	0.7643767
1.804	0.7702497
1.762	0.7744862
1.619	0.7720838
1.554	0.77544844
1.501	0.7832832
1.479	0.78573513
2.477	0.713
2.454	0.717
2.432	0.719
2.408	0.722
2.425	0.727
2.401	0.729
2.364	0.736
2.328	0.747
2.271	0.757
2.248	0.76
2.196	0.764
2.161	0.771
2.16	0.775
2.116	0.78
2.093	0.779
2.097	0.778
2.07	0.777
2.048	0.78
2.03	0.783
2.018	0.787
2.011	0.796
1.987	0.801
2.012	0.804
2.034	0.812
2.026	0.816
2.041	0.818
1.966	0.821
1.824	0.827
1.681	0.826
1.567	0.83
1.497	0.837
1.446	0.837
1.425	0.852
1.409	0.862
2.696	0.603
2.61	0.61
2.575	0.618
2.503	0.625
2.496	0.632
2.438	0.638
2.461	0.644
2.573	0.658
2.635	0.663
2.559	0.672
2.442	0.681
2.354	0.686
2.337	0.692
2.445	0.698
2.546	0.703
2.583	0.707
2.564	0.714
2.57	0.719
2.713	0.725
2.869	0.73
3.062	0.723
3.273	0.727
3.396	0.737
3.5	0.74
4.133	0.561
4.1	0.567
4.117	0.57
4.159	0.578
4.157	0.579
4.126	0.582
4.093	0.587
4.059	0.587
4.039	0.592
3.999	0.597
3.952	0.599
3.915	0.603
3.875	0.607
3.834	0.612
3.79	0.622
3.738	0.617
3.696	0.615
3.647	0.621
3.596	0.621
3.448	0.658
3.37	0.669
3.292	0.676
3.218	0.68
3.147	0.681
3.082	0.687
3.022	0.69
2.967	0.698
2.912	0.7
2.856	0.698
2.79	0.703
2.779	0.708
2.739	0.716
2.703	0.707
2.639	0.718
2.629	0.728
2.595	0.736
2.524	0.753
2.475	0.759
2.422	0.76
2.396	0.764
2.398	0.77
2.379	0.772
2.334	0.773
2.296	0.77
2.253	0.768
2.217	0.761
2.183	0.749
2.151	0.741
2.131	0.724
2.116	0.699
2.105	0.696
2.088	0.706
2.079	0.709
3.602	0.499
3.524	0.509
3.353	0.521
3.172	0.531
2.941	0.543
2.7	0.556
2.468	0.567
2.274	0.578
2.098	0.588
1.999	0.596
2.028	0.604
2.023	0.612
2.006	0.621
1.999	0.63
1.968	0.638
1.887	0.647
1.873	0.656
1.911	0.664
1.933	0.672
1.92	0.679
1.906	0.686
1.927	0.693
1.967	0.698
1.98	0.704
2.09	0.711
2.1	0.717
2	0.723
1.985	0.729
1.88	0.737
1.943	0.744
1.957	0.755
1.942	0.754
1.927	0.764
1.913	0.766
3.31	0.608
3.131	0.611
3.044	0.614
2.98	0.617
2.933	0.62
2.889	0.625
2.846	0.631
2.809	0.636
2.776	0.641
2.75	0.646
2.754	0.651
2.714	0.657
2.684	0.662
2.659	0.669
2.647	0.675
2.63	0.681
2.625	0.688
2.623	0.694
2.626	0.698
2.621	0.701
2.602	0.707
2.588	0.713
2.607	0.717
2.572	0.721
2.564	0.726
2.537	0.731
2.536	0.735
2.504	0.739
2.437	0.741
2.397	0.745
2.322	0.742
2.291	0.742
2.265	0.752
2.251	0.756
8.606	0.359
8.459	0.364
8.272	0.37
8.048	0.377
7.795	0.382
7.525	0.393
7.004	0.405
6.82	0.413
6.639	0.423
6.489	0.429
6.317	0.439
6.143	0.449
5.971	0.458
5.839	0.467
5.712	0.475
5.563	0.481
5.412	0.486
5.261	0.489
5.113	0.492
5.004	0.497
4.81	0.502
4.63	0.501
4.633	0.503
4.623	0.507
4.62	0.502
4.617	0.475
4.613	0.467
4.61	0.459
4.607	0.454
4.603	0.458
4.6	0.459
4.597	0.458
4.593	0.466
4.59	0.47
6.567	0.422
6.458	0.416
6.349	0.414
6.298	0.417
6.26	0.413
6.232	0.413
6.182	0.415
6.124	0.418
6.067	0.418
5.998	0.423
5.921	0.429
5.848	0.437
5.774	0.445
5.71	0.458
5.698	0.468
5.697	0.48
5.679	0.492
5.613	0.504
5.53	0.514
5.453	0.526
5.359	0.533
5.256	0.538
5.136	0.551
5.014	0.557
4.89	0.559
4.775	0.565
4.669	0.565
4.567	0.57
4.492	0.575
4.418	0.578
4.323	0.578
4.246	0.574
4.175	0.589
4.101	0.595
4.876	0.5
4.715	0.502
4.567	0.487
4.391	0.483
4.284	0.482
4.153	0.477
4.11	0.472
4.075	0.472
4.067	0.467
4.056	0.462
4.009	0.458
3.983	0.456
3.925	0.459
3.862	0.45
3.776	0.453
3.693	0.455
3.635	0.457
3.677	0.459
3.783	0.456
3.95	0.488
4.04	0.512
4.126	0.529
4.134	0.545
4.111	0.554
4.011	0.56
3.911	0.567
3.828	0.57
3.768	0.575
3.744	0.586
3.748	0.584
3.754	0.582
3.765	0.581
3.767	0.594
3.724	0.598
